TRIGGER_NUM µ_Z_H06 PI_50% PI_90% µ_Z_L08 PI_50% PI_90% µ_Z_B10 PI_50% PI_90%
105 0.47 [0.31,0.59] [0.18,0.91] 0.45 [0.38,0.51] [0.30,0.65] 0.72 [0.44,0.92] [0.24,1.43]
2606 1.91 [1.37,2.31] [0.92,3.35] 2.30 [2.02,2.56] [1.62,3.06] 3.39 [2.56,4.07] [1.66,5.48]
2608 1.27 [0.93,1.52] [0.61,2.16] 1.66 [1.45,1.86] [1.13,2.21] 1.96 [1.31,2.45] [0.83,3.61]
2610 1.11 [0.84,1.30] [0.57,1.81] 1.27 [1.11,1.42] [0.90,1.68] 1.55 [1.08,1.89] [0.71,2.81]
2611 0.44 [0.29,0.55] [0.18,0.85] 0.34 [0.29,0.38] [0.23,0.49] 0.68 [0.44,0.86] [0.25,1.29]
2619 2.51 [1.84,3.08] [1.19,4.19] 3.31 [2.95,3.67] [2.36,4.19] 3.89 [3.02,4.55] [2.05,6.25]
2620 1.09 [0.81,1.30] [0.52,1.85] 1.33 [1.17,1.49] [0.94,1.77] 1.72 [1.14,2.14] [0.72,3.25]
2628 0.57 [0.39,0.71] [0.24,1.04] 0.56 [0.48,0.62] [0.37,0.78] 0.83 [0.54,1.04] [0.31,1.58]
2634 1.56 [1.12,1.88] [0.77,2.67] 1.99 [1.76,2.21] [1.39,2.61] 2.61 [1.85,3.25] [1.17,4.40]
2636 1.39 [1.00,1.68] [0.68,2.39] 1.84 [1.62,2.05] [1.26,2.42] 2.20 [1.50,2.74] [0.95,3.93]
2640 1.21 [0.90,1.44] [0.61,2.02] 1.49 [1.31,1.66] [1.04,1.96] 1.79 [1.22,2.21] [0.79,3.29]
2641 1.61 [1.12,1.97] [0.75,2.84] 2.21 [1.89,2.50] [1.47,3.01] 2.45 [1.69,3.10] [1.04,4.28]
2660 1.27 [0.93,1.53] [0.60,2.21] 1.64 [1.43,1.82] [1.12,2.18] 2.13 [1.42,2.67] [0.89,3.89]
2662 1.08 [0.81,1.28] [0.53,1.81] 1.28 [1.12,1.42] [0.90,1.69] 1.65 [1.10,2.04] [0.71,3.08]
2663 1.55 [1.10,1.89] [0.74,2.69] 2.10 [1.84,2.34] [1.44,2.78] 2.46 [1.71,3.08] [1.07,4.26]
2664 1.91 [1.37,2.34] [0.91,3.29] 2.63 [2.33,2.92] [1.82,3.41] 2.95 [2.16,3.63] [1.39,4.81]
2665 1.12 [0.84,1.33] [0.55,1.89] 1.33 [1.17,1.47] [0.94,1.75] 1.80 [1.21,2.24] [0.77,3.35]
2671 1.70 [1.19,2.08] [0.79,2.97] 2.36 [2.08,2.64] [1.64,3.12] 2.74 [1.94,3.43] [1.21,4.60]
2677 1.13 [0.84,1.36] [0.55,1.90] 1.41 [1.21,1.59] [0.96,1.92] 1.55 [1.04,1.92] [0.66,2.92]
2681 1.34 [0.98,1.60] [0.67,2.28] 1.66 [1.47,1.84] [1.16,2.18] 2.23 [1.53,2.79] [0.97,3.96]
2688 1.26 [0.93,1.50] [0.62,2.12] 1.58 [1.39,1.75] [1.09,2.06] 1.95 [1.32,2.42] [0.85,3.57]
2691 1.30 [0.97,1.55] [0.68,2.15] 1.58 [1.36,1.77] [1.08,2.12] 1.84 [1.27,2.27] [0.84,3.31]
2695 2.23 [1.59,2.74] [1.04,3.80] 3.04 [2.71,3.39] [2.15,3.89] 3.41 [2.58,4.09] [1.69,5.48]
2696 1.70 [1.21,2.06] [0.81,3.01] 2.19 [1.93,2.43] [1.53,2.90] 3.01 [2.18,3.72] [1.38,4.94]
2697 1.21 [0.90,1.44] [0.60,2.05] 1.49 [1.31,1.66] [1.04,1.97] 1.88 [1.27,2.34] [0.81,3.47]
2700 1.08 [0.81,1.27] [0.53,1.84] 1.20 [1.07,1.32] [0.87,1.59] 1.85 [1.24,2.31] [0.79,3.45]
2703 1.60 [1.15,1.93] [0.79,2.78] 1.99 [1.75,2.21] [1.39,2.62] 2.78 [2.00,3.45] [1.26,4.60]
2706 1.08 [0.81,1.28] [0.53,1.81] 1.26 [1.11,1.40] [0.90,1.65] 1.69 [1.13,2.09] [0.72,3.15]
2709 1.10 [0.83,1.31] [0.54,1.86] 1.29 [1.13,1.43] [0.92,1.70] 1.78 [1.19,2.21] [0.75,3.33]
2711 1.92 [1.36,2.34] [0.90,3.39] 2.51 [2.21,2.79] [1.75,3.31] 3.32 [2.48,4.00] [1.58,5.39]
2719 1.11 [0.84,1.31] [0.55,1.82] 1.38 [1.21,1.55] [0.96,1.82] 1.49 [1.02,1.82] [0.66,2.74]
2725 1.20 [0.90,1.42] [0.62,1.97] 1.49 [1.29,1.68] [1.02,1.98] 1.58 [1.09,1.94] [0.72,2.88]
2727 1.79 [1.29,2.18] [0.89,3.04] 2.45 [2.15,2.74] [1.69,3.21] 2.65 [1.90,3.27] [1.24,4.38]
2736 0.75 [0.54,0.91] [0.32,1.28] 0.78 [0.68,0.88] [0.54,1.06] 1.10 [0.74,1.37] [0.43,2.11]
2749 1.05 [0.79,1.25] [0.52,1.74] 1.25 [1.09,1.39] [0.89,1.64] 1.51 [1.02,1.85] [0.65,2.79]
2750 1.26 [0.93,1.52] [0.62,2.15] 1.68 [1.47,1.88] [1.14,2.21] 1.84 [1.24,2.30] [0.79,3.43]
2751 1.75 [1.25,2.15] [0.85,3.02] 2.48 [2.19,2.78] [1.71,3.23] 2.59 [1.85,3.23] [1.18,4.35]
2753 1.26 [0.94,1.51] [0.63,2.14] 1.60 [1.40,1.77] [1.10,2.11] 1.93 [1.31,2.40] [0.84,3.53]
2767 0.97 [0.73,1.15] [0.48,1.57] 1.17 [1.01,1.30] [0.81,1.56] 1.15 [0.81,1.40] [0.52,2.06]
2770 2.64 [1.96,3.25] [1.27,4.33] 3.42 [3.04,3.80] [2.42,4.38] 4.04 [3.13,4.70] [2.15,6.52]
2774 1.88 [1.36,2.30] [0.91,3.21] 2.58 [2.28,2.88] [1.79,3.37] 2.86 [2.09,3.53] [1.36,4.68]
2775 1.58 [1.14,1.92] [0.79,2.67] 2.14 [1.88,2.39] [1.47,2.81] 2.29 [1.62,2.84] [1.05,3.98]
2780 1.24 [0.93,1.47] [0.63,2.08] 1.46 [1.28,1.63] [1.03,1.93] 1.97 [1.36,2.45] [0.88,3.57]
2790 1.25 [0.92,1.49] [0.62,2.16] 1.46 [1.28,1.62] [1.03,1.93] 2.28 [1.56,2.86] [0.97,4.05]
2793 0.74 [0.54,0.90] [0.34,1.25] 0.71 [0.62,0.79] [0.49,0.97] 1.05 [0.72,1.28] [0.44,1.94]
2797 0.72 [0.51,0.89] [0.31,1.26] 0.73 [0.63,0.81] [0.50,0.99] 1.14 [0.75,1.41] [0.44,2.19]
2798 0.73 [0.51,0.90] [0.32,1.31] 0.67 [0.58,0.75] [0.46,0.94] 1.36 [0.90,1.68] [0.54,2.61]
2812 0.87 [0.64,1.05] [0.41,1.49] 0.92 [0.81,1.01] [0.65,1.21] 1.47 [0.97,1.81] [0.60,2.79]
2815 2.07 [1.49,2.51] [0.98,3.55] 2.70 [2.39,3.01] [1.90,3.53] 3.36 [2.54,4.02] [1.66,5.39]
2825 1.36 [1.01,1.63] [0.71,2.27] 1.76 [1.53,1.98] [1.19,2.36] 1.84 [1.28,2.25] [0.85,3.29]
2830 0.97 [0.72,1.17] [0.44,1.64] 1.21 [1.05,1.35] [0.83,1.62] 1.32 [0.88,1.64] [0.53,2.53]
2831 0.89 [0.62,1.08] [0.39,1.62] 0.85 [0.73,0.95] [0.59,1.16] 1.97 [1.28,2.50] [0.79,3.72]
2843 0.99 [0.75,1.17] [0.49,1.63] 1.12 [0.98,1.24] [0.79,1.48] 1.36 [0.94,1.66] [0.60,2.50]
2848 1.32 [0.96,1.59] [0.63,2.25] 1.77 [1.55,1.98] [1.20,2.34] 1.95 [1.31,2.43] [0.83,3.59]
2850 0.95 [0.69,1.15] [0.42,1.62] 1.20 [1.03,1.35] [0.82,1.62] 1.28 [0.84,1.59] [0.50,2.48]
2852 1.00 [0.75,1.19] [0.48,1.71] 1.07 [0.95,1.18] [0.77,1.42] 1.78 [1.18,2.22] [0.75,3.35]
2853 1.41 [1.03,1.70] [0.70,2.40] 1.85 [1.62,2.06] [1.27,2.43] 2.16 [1.49,2.69] [0.95,3.87]
2855 0.91 [0.67,1.08] [0.43,1.57] 0.91 [0.80,1.01] [0.65,1.21] 1.60 [1.07,1.98] [0.67,3.01]
2856 0.92 [0.67,1.09] [0.43,1.60] 0.90 [0.79,0.99] [0.64,1.20] 1.75 [1.16,2.18] [0.73,3.31]
2857 1.29 [0.96,1.55] [0.65,2.16] 1.69 [1.48,1.89] [1.16,2.22] 1.84 [1.26,2.27] [0.82,3.35]
2862 0.89 [0.68,1.06] [0.44,1.43] 0.99 [0.86,1.10] [0.69,1.32] 1.07 [0.75,1.29] [0.48,1.90]
2863 1.46 [1.06,1.75] [0.73,2.51] 1.78 [1.57,1.97] [1.24,2.34] 2.53 [1.77,3.17] [1.12,4.33]
2864 1.53 [1.10,1.85] [0.76,2.61] 2.02 [1.77,2.25] [1.40,2.64] 2.37 [1.66,2.95] [1.07,4.09]
2877 1.42 [1.03,1.70] [0.69,2.51] 1.73 [1.51,1.92] [1.20,2.30] 2.68 [1.89,3.37] [1.16,4.55]
2880 0.72 [0.51,0.89] [0.31,1.23] 0.78 [0.68,0.87] [0.53,1.05] 1.01 [0.67,1.24] [0.39,1.92]
2889 1.18 [0.88,1.39] [0.60,2.02] 1.30 [1.14,1.44] [0.93,1.72] 2.13 [1.45,2.66] [0.92,3.85]
2890 1.34 [0.98,1.58] [0.68,2.28] 1.55 [1.36,1.72] [1.08,2.06] 2.28 [1.58,2.84] [1.01,4.00]
2891 0.89 [0.65,1.06] [0.43,1.51] 0.87 [0.76,0.97] [0.62,1.16] 1.49 [1.01,1.84] [0.64,2.79]
2897 1.09 [0.78,1.30] [0.47,1.94] 1.28 [1.10,1.42] [0.89,1.74] 2.20 [1.43,2.81] [0.85,4.07]
2898 1.72 [1.22,2.09] [0.83,2.99] 2.30 [2.01,2.56] [1.58,3.02] 2.74 [1.96,3.41] [1.23,4.58]
2900 1.49 [1.08,1.80] [0.75,2.51] 1.99 [1.75,2.24] [1.36,2.62] 2.14 [1.49,2.64] [0.97,3.78]
2901 1.32 [0.93,1.60] [0.57,2.40] 1.73 [1.48,1.94] [1.14,2.39] 2.50 [1.66,3.19] [0.98,4.43]
2913 0.90 [0.67,1.08] [0.42,1.52] 1.00 [0.89,1.10] [0.72,1.31] 1.41 [0.95,1.75] [0.58,2.69]
2916 1.35 [0.99,1.63] [0.67,2.30] 1.76 [1.53,1.97] [1.20,2.33] 2.02 [1.38,2.51] [0.89,3.65]
2917 1.17 [0.86,1.42] [0.55,2.01] 1.54 [1.33,1.72] [1.05,2.05] 1.78 [1.18,2.22] [0.73,3.37]
2919 0.86 [0.64,1.03] [0.41,1.47] 0.90 [0.79,0.99] [0.64,1.18] 1.39 [0.93,1.71] [0.57,2.62]
2922 1.37 [1.00,1.63] [0.68,2.36] 1.64 [1.44,1.82] [1.15,2.18] 2.44 [1.70,3.06] [1.07,4.21]
2924 1.83 [1.30,2.22] [0.89,3.13] 2.46 [2.18,2.74] [1.71,3.21] 2.90 [2.12,3.57] [1.37,4.73]
2925 1.19 [0.89,1.42] [0.58,2.01] 1.50 [1.31,1.68] [1.04,1.98] 1.79 [1.21,2.22] [0.77,3.33]
2927 1.46 [1.05,1.77] [0.71,2.53] 1.96 [1.72,2.19] [1.35,2.59] 2.35 [1.62,2.95] [1.02,4.12]
2929 1.05 [0.79,1.24] [0.52,1.80] 1.11 [0.98,1.22] [0.80,1.48] 1.88 [1.26,2.34] [0.80,3.49]
2931 1.39 [1.02,1.66] [0.70,2.34] 1.80 [1.58,2.00] [1.24,2.36] 2.10 [1.45,2.61] [0.94,3.74]
2932 1.44 [1.04,1.75] [0.70,2.48] 1.93 [1.69,2.16] [1.31,2.54] 2.22 [1.52,2.78] [0.96,3.96]
2944 0.93 [0.70,1.11] [0.44,1.55] 1.06 [0.93,1.17] [0.75,1.40] 1.30 [0.88,1.59] [0.55,2.42]
2945 0.89 [0.65,1.08] [0.39,1.52] 1.07 [0.93,1.19] [0.74,1.43] 1.29 [0.84,1.60] [0.50,2.51]
2947 1.78 [1.25,2.18] [0.84,3.10] 2.44 [2.15,2.71] [1.70,3.19] 2.86 [2.06,3.55] [1.29,4.76]
2948 2.46 [1.79,3.02] [1.15,4.12] 3.30 [2.95,3.65] [2.36,4.16] 3.79 [2.93,4.45] [1.97,6.09]
2950 1.29 [0.95,1.55] [0.62,2.22] 1.63 [1.43,1.81] [1.13,2.15] 2.14 [1.45,2.69] [0.91,3.87]
2951 0.90 [0.66,1.08] [0.41,1.50] 1.04 [0.91,1.15] [0.73,1.38] 1.26 [0.84,1.55] [0.51,2.39]
2953 0.68 [0.47,0.84] [0.29,1.21] 0.65 [0.57,0.72] [0.45,0.90] 1.15 [0.75,1.42] [0.44,2.22]
2958 1.09 [0.82,1.29] [0.53,1.86] 1.25 [1.09,1.38] [0.90,1.64] 1.89 [1.26,2.37] [0.79,3.53]
2961 2.01 [1.44,2.45] [0.97,3.43] 2.73 [2.40,3.04] [1.89,3.55] 3.05 [2.27,3.72] [1.48,4.92]
2980 0.89 [0.62,1.08] [0.35,1.56] 1.12 [0.97,1.26] [0.75,1.53] 1.34 [0.84,1.69] [0.47,2.71]
2984 0.98 [0.74,1.15] [0.48,1.64] 1.03 [0.91,1.13] [0.75,1.36] 1.57 [1.07,1.94] [0.68,2.93]
2985 1.36 [0.99,1.64] [0.67,2.33] 1.79 [1.57,2.00] [1.23,2.36] 2.11 [1.44,2.62] [0.92,3.80]
2986 1.06 [0.79,1.27] [0.51,1.77] 1.33 [1.16,1.50] [0.92,1.77] 1.43 [0.97,1.75] [0.61,2.67]
2990 1.22 [0.90,1.47] [0.58,2.08] 1.61 [1.41,1.80] [1.09,2.14] 1.79 [1.19,2.22] [0.75,3.35]
2992 1.28 [0.96,1.55] [0.65,2.15] 1.71 [1.50,1.92] [1.16,2.25] 1.73 [1.19,2.12] [0.78,3.13]
2993 1.12 [0.85,1.32] [0.57,1.89] 1.22 [1.07,1.35] [0.87,1.62] 1.87 [1.27,2.31] [0.82,3.43]
2994 0.77 [0.55,0.94] [0.36,1.35] 0.72 [0.62,0.80] [0.50,0.99] 1.29 [0.87,1.58] [0.54,2.42]
2996 2.55 [1.85,3.15] [1.19,4.23] 3.49 [3.13,3.87] [2.51,4.40] 3.79 [2.93,4.45] [1.97,6.09]
2998 1.40 [1.01,1.69] [0.68,2.42] 1.80 [1.58,2.01] [1.24,2.39] 2.36 [1.63,2.97] [1.01,4.14]
3001 0.90 [0.68,1.08] [0.42,1.51] 0.99 [0.88,1.09] [0.72,1.30] 1.39 [0.93,1.71] [0.58,2.61]
3003 1.28 [0.95,1.52] [0.65,2.21] 1.46 [1.28,1.63] [1.03,1.94] 2.28 [1.57,2.86] [0.99,4.02]
3005 1.37 [1.00,1.65] [0.68,2.33] 1.76 [1.55,1.96] [1.21,2.31] 2.11 [1.45,2.62] [0.94,3.78]
3011 1.26 [0.95,1.49] [0.65,2.11] 1.52 [1.33,1.69] [1.06,2.00] 1.94 [1.33,2.40] [0.87,3.53]
3012 1.13 [0.84,1.36] [0.55,1.90] 1.42 [1.24,1.59] [0.98,1.89] 1.66 [1.11,2.05] [0.70,3.12]
3015 1.17 [0.88,1.39] [0.59,1.96] 1.40 [1.23,1.56] [0.98,1.84] 1.80 [1.22,2.24] [0.79,3.33]
3017 1.94 [1.39,2.37] [0.92,3.37] 2.57 [2.28,2.84] [1.80,3.35] 3.20 [2.39,3.89] [1.53,5.16]
3026 1.14 [0.85,1.37] [0.56,1.92] 1.41 [1.24,1.58] [0.98,1.86] 1.69 [1.14,2.09] [0.73,3.15]
3028 0.94 [0.68,1.14] [0.41,1.60] 1.18 [1.02,1.32] [0.81,1.59] 1.30 [0.86,1.62] [0.51,2.53]
3029 1.23 [0.94,1.47] [0.65,2.04] 1.48 [1.28,1.65] [1.02,1.97] 1.76 [1.22,2.16] [0.81,3.17]
3032 1.10 [0.83,1.30] [0.55,1.84] 1.30 [1.14,1.44] [0.92,1.71] 1.65 [1.11,2.04] [0.72,3.08]
3035 1.26 [0.93,1.49] [0.62,2.19] 1.42 [1.24,1.57] [1.00,1.89] 2.42 [1.66,3.04] [1.04,4.21]
3040 1.06 [0.79,1.26] [0.52,1.77] 1.25 [1.10,1.39] [0.89,1.65] 1.62 [1.08,2.01] [0.69,3.04]
3042 1.15 [0.86,1.36] [0.57,1.98] 1.25 [1.09,1.38] [0.90,1.66] 2.15 [1.47,2.69] [0.92,3.87]
3055 1.44 [1.03,1.74] [0.69,2.53] 1.79 [1.57,1.98] [1.24,2.37] 2.63 [1.84,3.31] [1.13,4.48]
3056 1.41 [1.01,1.69] [0.68,2.50] 1.71 [1.50,1.90] [1.19,2.28] 2.66 [1.86,3.35] [1.14,4.53]
3057 0.85 [0.58,1.03] [0.36,1.53] 0.79 [0.68,0.89] [0.55,1.09] 1.82 [1.17,2.30] [0.71,3.51]
3067 0.76 [0.54,0.93] [0.34,1.33] 0.73 [0.63,0.81] [0.50,0.99] 1.33 [0.89,1.65] [0.54,2.54]
3068 1.04 [0.77,1.25] [0.49,1.76] 1.31 [1.13,1.47] [0.90,1.75] 1.47 [0.98,1.82] [0.60,2.79]
3070 1.27 [0.95,1.52] [0.64,2.15] 1.57 [1.38,1.74] [1.08,2.06] 2.01 [1.37,2.50] [0.88,3.65]
3071 2.93 [2.19,3.61] [1.41,4.63] 3.67 [3.29,4.05] [2.66,4.68] 4.69 [3.59,5.48] [2.54,7.86]
3072 1.20 [0.89,1.43] [0.58,2.02] 1.51 [1.32,1.69] [1.04,2.00] 1.80 [1.21,2.24] [0.77,3.35]
3074 1.72 [1.22,2.11] [0.83,2.95] 2.41 [2.14,2.69] [1.68,3.13] 2.61 [1.85,3.25] [1.18,4.38]
3075 1.16 [0.86,1.38] [0.57,1.97] 1.39 [1.22,1.55] [0.98,1.84] 1.92 [1.29,2.40] [0.81,3.57]
3076 1.55 [1.11,1.86] [0.77,2.66] 1.96 [1.72,2.18] [1.37,2.58] 2.62 [1.86,3.27] [1.17,4.40]
3080 1.46 [1.07,1.75] [0.75,2.45] 1.86 [1.63,2.08] [1.27,2.46] 2.17 [1.52,2.69] [0.99,3.82]
3084 0.98 [0.73,1.16] [0.46,1.64] 1.12 [0.98,1.23] [0.79,1.48] 1.48 [0.99,1.84] [0.62,2.79]
3085 1.14 [0.86,1.36] [0.57,1.90] 1.38 [1.20,1.53] [0.97,1.82] 1.64 [1.11,2.02] [0.72,3.02]
3088 1.15 [0.86,1.38] [0.57,1.93] 1.46 [1.26,1.64] [1.00,1.94] 1.56 [1.07,1.92] [0.68,2.88]
3091 1.34 [0.97,1.62] [0.64,2.33] 1.75 [1.52,1.94] [1.19,2.33] 2.19 [1.48,2.76] [0.92,3.96]
3093 1.40 [1.02,1.68] [0.68,2.42] 1.76 [1.55,1.96] [1.22,2.33] 2.42 [1.68,3.04] [1.05,4.21]
3096 0.90 [0.66,1.08] [0.41,1.53] 1.04 [0.92,1.15] [0.73,1.38] 1.37 [0.90,1.70] [0.55,2.64]
3100 1.56 [1.09,1.89] [0.72,2.81] 1.96 [1.71,2.19] [1.35,2.64] 3.00 [2.15,3.72] [1.31,5.00]
3101 1.16 [0.88,1.38] [0.59,1.96] 1.36 [1.19,1.50] [0.97,1.79] 1.86 [1.26,2.31] [0.81,3.43]
3102 1.71 [1.22,2.08] [0.84,2.97] 2.23 [1.97,2.48] [1.56,2.92] 2.83 [2.04,3.51] [1.29,4.68]
3103 1.55 [1.10,1.88] [0.74,2.69] 2.06 [1.81,2.30] [1.42,2.72] 2.59 [1.81,3.25] [1.13,4.40]
3105 1.07 [0.81,1.26] [0.53,1.80] 1.21 [1.07,1.33] [0.87,1.59] 1.75 [1.17,2.16] [0.75,3.25]
3109 1.48 [1.06,1.79] [0.71,2.58] 1.88 [1.65,2.09] [1.30,2.50] 2.59 [1.81,3.25] [1.12,4.43]
3110 0.90 [0.67,1.07] [0.44,1.51] 0.91 [0.79,1.01] [0.63,1.22] 1.34 [0.92,1.65] [0.58,2.50]
3115 0.75 [0.54,0.91] [0.34,1.29] 0.73 [0.64,0.81] [0.51,0.99] 1.19 [0.80,1.47] [0.48,2.24]
3119 1.89 [1.35,2.31] [0.90,3.27] 2.53 [2.24,2.81] [1.76,3.31] 3.05 [2.24,3.74] [1.43,4.94]
3120 1.15 [0.86,1.38] [0.56,1.96] 1.44 [1.26,1.59] [1.00,1.90] 1.78 [1.19,2.22] [0.75,3.33]
3127 1.97 [1.39,2.43] [0.90,3.45] 2.73 [2.40,3.04] [1.90,3.57] 3.11 [2.28,3.82] [1.44,5.11]
3128 0.82 [0.59,0.99] [0.37,1.43] 0.81 [0.71,0.90] [0.57,1.08] 1.47 [0.97,1.82] [0.60,2.81]
3129 1.38 [1.00,1.68] [0.67,2.37] 1.84 [1.62,2.05] [1.26,2.42] 2.17 [1.48,2.71] [0.93,3.89]
3130 1.52 [1.08,1.85] [0.72,2.64] 2.07 [1.82,2.31] [1.42,2.72] 2.44 [1.69,3.08] [1.05,4.23]
3131 1.45 [1.04,1.74] [0.69,2.53] 1.82 [1.60,2.02] [1.26,2.42] 2.61 [1.82,3.27] [1.12,4.45]
3132 1.28 [0.93,1.53] [0.60,2.22] 1.64 [1.43,1.82] [1.12,2.19] 2.15 [1.44,2.71] [0.90,3.91]
3134 1.54 [1.09,1.88] [0.74,2.69] 2.09 [1.84,2.33] [1.43,2.76] 2.48 [1.72,3.12] [1.08,4.28]
3135 1.37 [0.99,1.65] [0.67,2.36] 1.81 [1.58,2.01] [1.24,2.39] 2.19 [1.50,2.74] [0.94,3.93]
3136 1.20 [0.90,1.44] [0.60,2.00] 1.58 [1.38,1.77] [1.08,2.08] 1.56 [1.08,1.92] [0.71,2.84]
3138 0.47 [0.31,0.58] [0.18,0.90] 0.43 [0.36,0.48] [0.28,0.61] 0.73 [0.46,0.93] [0.25,1.44]
3139 1.19 [0.87,1.43] [0.56,2.02] 1.56 [1.36,1.75] [1.06,2.08] 1.73 [1.15,2.15] [0.72,3.27]
3141 0.85 [0.61,1.04] [0.36,1.45] 1.05 [0.91,1.18] [0.72,1.42] 1.10 [0.72,1.37] [0.41,2.15]
3142 1.08 [0.82,1.27] [0.55,1.77] 1.25 [1.09,1.39] [0.89,1.64] 1.54 [1.06,1.89] [0.69,2.83]
3143 0.85 [0.63,1.03] [0.39,1.43] 0.93 [0.81,1.03] [0.65,1.23] 1.23 [0.83,1.51] [0.50,2.33]
3153 1.48 [1.08,1.79] [0.75,2.53] 1.92 [1.69,2.15] [1.33,2.53] 2.31 [1.62,2.88] [1.03,4.02]
3156 3.09 [2.34,3.80] [1.51,4.76] 4.07 [3.63,4.50] [2.95,5.22] 4.69 [3.61,5.48] [2.56,7.82]
3159 1.04 [0.78,1.25] [0.49,1.76] 1.28 [1.12,1.43] [0.90,1.70] 1.54 [1.03,1.90] [0.64,2.90]
3166 1.22 [0.89,1.47] [0.57,2.09] 1.59 [1.38,1.79] [1.08,2.12] 1.86 [1.23,2.33] [0.76,3.51]
3167 1.34 [0.97,1.63] [0.63,2.31] 1.85 [1.60,2.08] [1.24,2.46] 1.95 [1.30,2.45] [0.82,3.63]
3168 1.67 [1.19,2.04] [0.81,2.88] 2.30 [2.02,2.56] [1.59,3.01] 2.54 [1.80,3.15] [1.14,4.31]
3171 1.90 [1.37,2.31] [0.93,3.25] 2.52 [2.21,2.81] [1.74,3.33] 2.94 [2.16,3.61] [1.40,4.78]
3174 1.96 [1.39,2.40] [0.93,3.37] 2.66 [2.34,2.97] [1.84,3.49] 3.01 [2.21,3.69] [1.42,4.92]
3177 0.82 [0.60,0.99] [0.37,1.38] 0.91 [0.79,1.01] [0.63,1.20] 1.16 [0.78,1.43] [0.46,2.19]
3178 0.75 [0.53,0.91] [0.34,1.30] 0.69 [0.60,0.77] [0.48,0.96] 1.25 [0.84,1.53] [0.51,2.36]
3193 1.80 [1.28,2.19] [0.87,3.12] 2.43 [2.15,2.69] [1.70,3.17] 2.90 [2.11,3.59] [1.35,4.76]
3212 1.30 [0.97,1.55] [0.65,2.22] 1.57 [1.39,1.75] [1.10,2.08] 2.21 [1.51,2.76] [0.96,3.93]
3217 1.54 [1.11,1.86] [0.76,2.64] 2.00 [1.76,2.22] [1.40,2.62] 2.52 [1.77,3.13] [1.12,4.28]
3220 2.11 [1.52,2.58] [1.01,3.61] 2.81 [2.48,3.13] [1.97,3.65] 3.31 [2.50,3.98] [1.64,5.30]
3227 0.90 [0.65,1.08] [0.41,1.56] 0.90 [0.79,1.00] [0.64,1.21] 1.68 [1.11,2.09] [0.69,3.21]
3229 1.12 [0.84,1.33] [0.55,1.86] 1.40 [1.22,1.57] [0.97,1.85] 1.57 [1.07,1.93] [0.68,2.90]
3237 1.10 [0.82,1.30] [0.53,1.85] 1.29 [1.13,1.43] [0.92,1.71] 1.76 [1.18,2.19] [0.75,3.29]
3238 0.98 [0.73,1.16] [0.46,1.63] 1.15 [1.01,1.27] [0.81,1.51] 1.41 [0.96,1.74] [0.60,2.66]
3241 0.96 [0.70,1.14] [0.44,1.68] 1.02 [0.90,1.12] [0.73,1.36] 1.83 [1.20,2.30] [0.74,3.49]
3242 0.95 [0.68,1.14] [0.39,1.69] 1.12 [0.97,1.25] [0.77,1.52] 1.78 [1.12,2.27] [0.65,3.53]
3245 1.15 [0.84,1.36] [0.55,2.04] 1.20 [1.05,1.32] [0.85,1.60] 2.38 [1.63,3.01] [1.00,4.19]
3246 1.59 [1.13,1.92] [0.77,2.76] 2.06 [1.82,2.30] [1.44,2.71] 2.69 [1.90,3.35] [1.20,4.50]
3247 2.07 [1.50,2.51] [0.99,3.57] 2.65 [2.33,2.93] [1.86,3.47] 3.43 [2.59,4.09] [1.71,5.48]
3255 0.74 [0.52,0.91] [0.31,1.31] 0.77 [0.67,0.86] [0.53,1.06] 1.29 [0.84,1.60] [0.48,2.53]
3256 1.20 [0.89,1.43] [0.58,2.08] 1.46 [1.27,1.63] [1.02,1.96] 2.10 [1.41,2.64] [0.88,3.85]
3257 1.18 [0.88,1.40] [0.58,2.01] 1.37 [1.21,1.52] [0.97,1.81] 2.06 [1.39,2.58] [0.88,3.76]
3259 1.21 [0.91,1.44] [0.62,2.05] 1.43 [1.26,1.58] [1.01,1.88] 2.00 [1.37,2.48] [0.87,3.63]
3267 1.80 [1.28,2.21] [0.88,3.08] 2.52 [2.22,2.81] [1.75,3.27] 2.71 [1.96,3.37] [1.25,4.50]
3269 0.70 [0.50,0.85] [0.32,1.19] 0.64 [0.55,0.72] [0.44,0.89] 0.99 [0.68,1.22] [0.42,1.81]
3276 1.05 [0.80,1.25] [0.53,1.74] 1.24 [1.08,1.37] [0.88,1.63] 1.47 [1.01,1.81] [0.65,2.71]
3279 1.35 [0.97,1.63] [0.65,2.36] 1.73 [1.51,1.92] [1.19,2.30] 2.36 [1.62,2.99] [1.00,4.16]
3283 0.94 [0.71,1.11] [0.46,1.56] 1.05 [0.93,1.15] [0.75,1.38] 1.35 [0.93,1.66] [0.58,2.51]
3284 0.77 [0.57,0.94] [0.37,1.26] 0.82 [0.72,0.92] [0.56,1.10] 0.92 [0.64,1.12] [0.40,1.64]
3287 0.99 [0.74,1.17] [0.47,1.68] 1.08 [0.96,1.19] [0.78,1.42] 1.69 [1.12,2.09] [0.70,3.19]
3290 0.72 [0.50,0.89] [0.31,1.26] 0.73 [0.63,0.81] [0.50,0.99] 1.20 [0.79,1.49] [0.46,2.33]
